frequency,intensity_parallel,intensity_perpendicular,intensity_unpolarized,intensity_isotropic
0.0,0.0,0.0,0.0,0.0
0.24249810836892044,5.678033220954852e-06,1.7452800973411384e-06,7.4233133182959905e-06,0.00026481519601606325
0.4849962167378409,1.1442898380869955e-05,3.5160035296648445e-06,1.49589019105348e-05,0.0005335496070784621
0.7274943251067614,1.7367646935259562e-05,5.333691436355189e-06,2.270133837161475e-05,0.0008094712248794234
0.9699924334756818,2.3485917768333393e-05,7.208099660085178e-06,3.069401742841857e-05,0.0010939969667974913
1.2124905418446021,2.9796702058840205e-05,9.138742945917023e-06,3.8935445004757225e-05,0.0013869109287186889
1.4549886502135227,3.6275726710308094e-05,1.1118221416198265e-05,4.739394812650636e-05,0.001686892012794771
1.6974867585824431,4.289292303427238e-05,1.3137465202198757e-05,5.603038823647114e-05,0.0019923434674397836
1.9399848669513635,4.962429172150888e-05,1.5189486119596057e-05,6.481377784110494e-05,0.0023019967368296482
2.182482975320284,5.6458571446554126e-05,1.7271546866924992e-05,7.373011831347912e-05,0.0026152788413354427
2.4249810836892043,6.339693909235823e-05,1.938525989967994e-05,8.278219899203817e-05,0.002932346375389533
2.6674791920581247,7.044699720754168e-05,2.153491630815962e-05,9.19819135157013e-05,0.003253844156016704
2.9099773004270455,7.761603107026599e-05,2.372511480251909e-05,0.00010134114587278507,0.003580557130942631
3.1524754087959654,8.490276530246979e-05,2.5957849616099326e-05,0.00011086061491856911,0.00391296611151456
3.3949735171648863,9.229167762318116e-05,2.823014885718886e-05,0.00012052182648037002,0.004250866672935363
3.637471625533806,9.974764582335532e-05,3.0532029416025e-05,0.00013027967523938032,0.0045930208565136
3.879969733902727,0.00010722126311859863,3.284774960013766e-05,0.0001400690127187363,0.004937309046702208
4.122467842271647,0.00011466064602752849,3.515944661394486e-05,0.00014982009264147335,0.00528125050853599
4.364965950640568,0.0001220302189040781,3.745277633704335e-05,0.00015948299524112146,0.005622890965805847
4.607464059009487,0.00012932521049668935,3.9721505619181704e-05,0.00016904671611587104,0.0059615404641767565
4.849962167378409,0.0001365749414678013,4.19689759886666e-05,0.0001785439174564679,0.0062980387440498406
5.092460275747329,0.00014382953047129552,4.420489174250321e-05,0.00018803442221379874,0.006634258681625745
5.334958384116249,0.00015113605272101048,4.64393067818488e-05,0.00019757535950285928,0.006972115090015061
5.57745649248517,0.0001585149597817354,4.867678705254348e-05,0.0002071917468342789,0.007312556085461718
5.819954600854091,0.00016594677140720023,5.091341929447501e-05,0.00021686019070167524,0.007654959333139463
6.0624527092230105,0.00017337436775891242,5.313763621547329e-05,0.0002265120039743857,0.007997190800448308
6.304950817591931,0.0001807176060453096,5.5333972274905586e-05,0.0002360515783202152,0.008336181370597691
6.547448925960852,0.00018789186299307905,5.7486732950255805e-05,0.00024537859594333486,0.008668652105021685
6.7899470343297725,0.00019482580432830088,5.9582941477751574e-05,0.00025440874580605246,0.00899178911194448
7.032445142698692,0.0002014728632449281,6.161319023868903e-05,0.0002630860534836171,0.00930363066331449
7.274943251067612,0.0002078158630286422,6.357150133239939e-05,0.0002713873643610416,0.009603197723936665
7.517441359436534,0.00021386185561054002,6.545391993335306e-05,0.0002793157755438931,0.009890251614912453
7.759939467805454,0.00021962944266865913,6.725706759081215e-05,0.00028688651025947126,0.01016484769008381
8.002437576174374,0.00022513777119863903,6.897804479434552e-05,0.00029411581599298457,0.010427039303385486
8.244935684543295,0.00023039935585842877,7.061546082697113e-05,0.0003010148166853999,0.010676761483776893
8.487433792912215,0.00023542196041842958,7.217104767305368e-05,0.00030759300809148326,0.010914042453121432
